"Occurrence_ID"	"Island_ID"	"OceanRegion"	"Archipelagoname"	"IslandName"	"Class"	"Order"	"Family"	"Species_name"	"Species_ID"	"Status"	"Body_mass"	"Log_mass"	"Surrogate_used_mass"	"Flying"	"Diet"	"Long"	"Lat"	"Area"	"Dist"	"SLMP"	"Elev"	"status.binary"
277	24	"Pacific"	"Bismarck"	"Lavongai"	"Aves"	"Psittaciformes"	"Psittacidae"	"Charmosyna rubrigularis"	45	"Extant"	37	1.568201724	0	1	1	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
278	24	"Pacific"	"Bismarck"	"Lavongai"	"Aves"	"Psittaciformes"	"Psittacidae"	"Charmosyna placentis"	44	"Extant"	33.6	1.526339277	0	1	1	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
279	24	"Pacific"	"Bismarck"	"Lavongai"	"Aves"	"Psittaciformes"	"Psittacidae"	"Geoffroyus heteroclitus"	157	"Extant"	170	2.230448921	0	1	3	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
280	24	"Pacific"	"Bismarck"	"Lavongai"	"Aves"	"Psittaciformes"	"Psittacidae"	"Eclectus roratus"	111	"Extant"	486.5	2.687082845	0	1	2	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
281	24	"Pacific"	"Bismarck"	"Lavongai"	"Aves"	"Psittaciformes"	"Psittacidae"	"Loriculus tener"	187	"Extant"	12	1.079181246	0	1	1	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
282	24	"Pacific"	"Bismarck"	"Lavongai"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
283	24	"Pacific"	"Bismarck"	"Lavongai"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua gigas"	331	"Extant"	1386	NA	1	0	2	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
284	24	"Pacific"	"Bismarck"	"Lavongai"	"Reptilia"	"Squamata"	"Gekkonidae"	"Lepidodactylus lugubris"	185	"Extant"	1.4	0.146128036	0	0	1	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
285	24	"Pacific"	"Bismarck"	"Lavongai"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene albiventer"	237	"Extant"	29.875	1.475307914	0	1	3	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
286	24	"Pacific"	"Bismarck"	"Lavongai"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus admiralitatum"	281	"Extant"	299.9	2.476976466	0	1	3	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
287	24	"Pacific"	"Bismarck"	"Lavongai"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus amplexicaudatus"	321	"Extant"	82.4655	1.916272297	0	1	3	150.233483	-2.53034	1221.32	1239.27	0.362	825	0
288	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia anderseni"	92	"Extant"	212.3958	2.327145925	1	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
289	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Macroglossus minimus"	192	"Extant"	16.36766667	1.213986772	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
290	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene albiventer"	237	"Extant"	29.875	1.475307914	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
291	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene vizcaccia"	240	"Extant"	40	1.602059991	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
292	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus admiralitatum"	281	"Extant"	299.9	2.476976466	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
293	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus hypomelanus"	286	"Extant"	428.135	2.631580733	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
294	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus neohibernicus"	289	"Extant"	966.786	2.985330353	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
295	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus amplexicaudatus"	321	"Extant"	82.4655	1.916272297	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
296	25	"Pacific"	"Bismarck"	"Manus"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Syconycteris australis"	324	"Extant"	17.097	1.232919912	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
297	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia amboinensis"	193	"Extant"	237	2.374748346	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
298	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
299	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Reinwardtoena browni"	318	"Extant"	304	2.482873584	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
300	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus superbus"	311	"Extant"	118	2.071882007	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
301	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus solomonensis"	310	"Extant"	109.7	2.040206628	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
302	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus viridis"	314	"Extant"	121	2.08278537	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
303	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pistrinaria"	106	"Extant"	515	2.711807229	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
304	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula spilorrhoa"	109	"Extant"	509.7371795	2.707346312	1	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
305	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps stephani"	38	"Extant"	129.5	2.112269768	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
306	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Caloenas nicobarica"	27	"Extant"	540	2.73239376	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
307	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba beccarii"	128	"Extant"	80.1	1.903632516	0	1	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
308	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius eremita"	198	"Extant"	677.5	2.8309093	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
309	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Gruiformes"	"Rallidae"	"Gallirallus philippensis"	140	"Extant"	207.5	2.317018101	0	1	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
310	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops hypoxanthus"	368	"Extant"	12.5	1.096910013	0	1	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
311	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops griseotinctus"	367	"Extant"	10.82970085	1.03461646	1	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
312	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis metallica"	18	"Extant"	56.5	1.752048448	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
313	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis cantoroides"	12	"Extant"	55.75	1.746244872	0	1	3	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
314	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Passeriformes"	"Pachycephalidae"	"Pachycephala pectoralis"	244	"Extant"	31.34166667	1.496122087	0	1	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
315	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Psittaciformes"	"Psittacidae"	"Trichoglossus haematodus"	337	"Extant"	115.0333333	2.060823704	0	1	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
316	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Psittaciformes"	"Psittacidae"	"Charmosyna placentis"	44	"Extant"	33.6	1.526339277	0	1	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
317	25	"Pacific"	"Bismarck"	"Manus"	"Aves"	"Psittaciformes"	"Psittacidae"	"Eclectus roratus"	111	"Extant"	486.5	2.687082845	0	1	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
318	25	"Pacific"	"Bismarck"	"Manus"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
319	25	"Pacific"	"Bismarck"	"Manus"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua gigas"	331	"Extant"	1386	NA	1	0	2	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
320	25	"Pacific"	"Bismarck"	"Manus"	"Reptilia"	"Squamata"	"Gekkonidae"	"Lepidodactylus lugubris"	185	"Extant"	1.4	0.146128036	0	0	1	146.912301	-2.088798	1855.71	1067.08	0.427	614	0
321	26	"Pacific"	"Bismarck"	"Mussau"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia anderseni"	92	"Extant"	212.3958	2.327145925	1	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
322	26	"Pacific"	"Bismarck"	"Mussau"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Macroglossus minimus"	192	"Extant"	16.36766667	1.213986772	0	1	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
323	26	"Pacific"	"Bismarck"	"Mussau"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene albiventer"	237	"Extant"	29.875	1.475307914	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
324	26	"Pacific"	"Bismarck"	"Mussau"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus admiralitatum"	281	"Extant"	299.9	2.476976466	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
325	26	"Pacific"	"Bismarck"	"Mussau"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Rousettus amplexicaudatus"	321	"Extant"	82.4655	1.916272297	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
326	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
327	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus superbus"	311	"Extant"	118	2.071882007	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
328	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus solomonensis"	310	"Extant"	109.7	2.040206628	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
329	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus insolitus"	303	"Extant"	138.5	2.141449773	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
330	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pacifica"	105	"Extant"	395	2.596597096	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
331	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pistrinaria"	106	"Extant"	515	2.711807229	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
332	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps stephani"	38	"Extant"	129.5	2.112269768	0	1	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
333	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Caloenas nicobarica"	27	"Extant"	540	2.73239376	0	1	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
334	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba beccarii"	128	"Extant"	80.1	1.903632516	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
335	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius eremita"	198	"Extant"	677.5	2.8309093	0	1	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
336	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Turdidae"	"Zoothera heinei"	358	"Extant"	82.8	1.918030337	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
337	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Turdidae"	"Turdus poliocephalus"	341	"Extant"	64.895	1.812211237	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
338	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis metallica"	18	"Extant"	56.5	1.752048448	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
339	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis cantoroides"	12	"Extant"	55.75	1.746244872	0	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	0
340	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Estrildidae"	"Erythrura trichroa"	117	"Extant"	14.4	1.158362492	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
341	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Campephagidae"	"Lalage leucomela"	174	"Extant"	29.4	1.46834733	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
342	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Pachycephalidae"	"Pachycephala pectoralis"	244	"Extant"	31.34166667	1.496122087	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
343	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Passeriformes"	"Meliphagidae"	"Philemon albitorques"	267	"Extant"	102.3796296	2.010213554	1	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
344	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Psittaciformes"	"Psittacidae"	"Cacatua sp"	25	"Extinct"	485.775641	2.686435734	1	1	3	149.619462	-1.430651	342.84	1289.15	0.342	562	1
345	26	"Pacific"	"Bismarck"	"Mussau"	"Aves"	"Psittaciformes"	"Psittacidae"	"Trichoglossus haematodus"	337	"Extant"	115.0333333	2.060823704	0	1	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
346	26	"Pacific"	"Bismarck"	"Mussau"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
347	26	"Pacific"	"Bismarck"	"Mussau"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua gigas"	331	"Extant"	1386	NA	1	0	2	149.619462	-1.430651	342.84	1289.15	0.342	562	0
348	26	"Pacific"	"Bismarck"	"Mussau"	"Reptilia"	"Squamata"	"Gekkonidae"	"Lepidodactylus lugubris"	185	"Extant"	1.4	0.146128036	0	0	1	149.619462	-1.430651	342.84	1289.15	0.342	562	0
349	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia anderseni"	92	"Extant"	212.3958	2.327145925	1	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
350	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Dobsonia praedatrix"	94	"Extant"	188.683	2.275732773	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
351	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Macroglossus minimus"	192	"Extant"	16.36766667	1.213986772	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
352	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Melonycteris melanops"	206	"Extant"	49.042	1.690568173	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
353	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene albiventer"	237	"Extant"	29.875	1.475307914	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
354	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Nyctimene vizcaccia"	240	"Extant"	40	1.602059991	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
355	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus admiralitatum"	281	"Extant"	299.9	2.476976466	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
356	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus capistratus"	284	"Extant"	424.334619	2.627708465	1	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
357	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus hypomelanus"	286	"Extant"	428.135	2.631580733	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
358	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Mammalia"	"Chiroptera"	"Pteropodidae"	"Pteropus neohibernicus"	289	"Extant"	966.786	2.985330353	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
359	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia amboinensis"	193	"Extant"	237	2.374748346	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
360	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Macropygia mackinlayi"	194	"Extant"	86	1.934498451	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
361	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Reinwardtoena browni"	318	"Extant"	304	2.482873584	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
362	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus superbus"	311	"Extant"	118	2.071882007	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
363	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus rivoli"	309	"Extant"	149	2.173186268	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
364	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus solomonensis"	310	"Extant"	109.7	2.040206628	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
365	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ptilinopus insolitus"	303	"Extant"	138.5	2.141449773	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
366	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula rubricera"	107	"Extant"	652	2.814247596	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
367	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula finschii"	100	"Extant"	346	2.539076099	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
368	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula pistrinaria"	106	"Extant"	515	2.711807229	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
369	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula melanochroa"	104	"Extant"	665	2.822821645	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
370	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Ducula spilorrhoa"	109	"Extant"	509.7371795	2.707346312	1	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
371	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Chalcophaps stephani"	38	"Extant"	129.5	2.112269768	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
372	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Henicophaps foersteri"	164	"Extant"	247	2.392696953	1	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
373	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Caloenas nicobarica"	27	"Extant"	540	2.73239376	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
374	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba jobiensis"	131	"Extant"	135	2.130333768	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
375	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Columbiformes"	"Columbidae"	"Gallicolumba beccarii"	128	"Extant"	80.1	1.903632516	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
376	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Cuculiformes"	"Cuculidae"	"Eudynamys scolopaceus"	118	"Extant"	196.8	2.294025094	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
377	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Galliformes"	"Megapodiidae"	"Megapodius eremita"	198	"Extant"	677.5	2.8309093	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
378	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Turdidae"	"Zoothera talaseae"	360	"Extant"	75.23269231	1.876406604	1	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
379	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Zosteropidae"	"Zosterops hypoxanthus"	368	"Extant"	12.5	1.096910013	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
380	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis metallica"	18	"Extant"	56.5	1.752048448	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
381	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Sturnidae"	"Aplonis cantoroides"	12	"Extant"	55.75	1.746244872	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
382	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Sturnidae"	"Mino dumontii"	214	"Extant"	203.5	2.308564414	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
383	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Estrildidae"	"Erythrura trichroa"	117	"Extant"	14.4	1.158362492	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
384	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Campephagidae"	"Lalage leucomela"	174	"Extant"	29.4	1.46834733	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
385	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Pachycephalidae"	"Pachycephala pectoralis"	244	"Extant"	31.34166667	1.496122087	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
386	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Meliphagidae"	"Philemon cockerelli"	268	"Extant"	154.5	2.188928484	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
387	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Passeriformes"	"Corvidae"	"Corvus orru"	75	"Extant"	511.6666667	2.708987125	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
388	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Psittaciformes"	"Psittacidae"	"Trichoglossus haematodus"	337	"Extant"	115.0333333	2.060823704	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
389	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Psittaciformes"	"Psittacidae"	"Lorius hypoinochrous"	189	"Extant"	187	2.271841607	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
390	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Psittaciformes"	"Psittacidae"	"Charmosyna placentis"	44	"Extant"	33.6	1.526339277	0	1	1	147.919974	-5.634676	870.99	813.78	0.608	1493	0
391	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Psittaciformes"	"Psittacidae"	"Geoffroyus heteroclitus"	157	"Extant"	170	2.230448921	0	1	3	147.919974	-5.634676	870.99	813.78	0.608	1493	0
392	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Aves"	"Psittaciformes"	"Psittacidae"	"Eclectus roratus"	111	"Extant"	486.5	2.687082845	0	1	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
393	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Reptilia"	"Squamata"	"Agamidae"	"Hypsilurus godeffroyi"	166	"Extant"	154.72	NA	0	0	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
394	27	"Pacific"	"Bismarck"	"UmboiIsland"	"Reptilia"	"Squamata"	"Scincidae"	"Tiliqua gigas"	331	"Extant"	1386	NA	1	0	2	147.919974	-5.634676	870.99	813.78	0.608	1493	0
