Site name,Beech Boy Site (Year),Beech Boy Code,Beech Boy Survey,Site code,Country Code,Country,Site area (ha),Area of study (ha),Dead wood sampling method,Latidute N (new),Longitude E (new),Altitude (m),Altitude average (m),Altitude (STRM),Annual precipitation (diff. sources) (mm),Precipitation of Warmest Quarter (bio18),Precipitation in vegetation period,Annual precipitation (Bio12) (mm),Annual evaporation (mm),Water balance (prec - evap),Snow cover (MODIS MYD10v5),Mean temperature of the warmst month,Max temp. of warmest month (Bio5),Mean temperature of the coldest month,Min temp. of coldest month (Bio6),Temp. Annual range (Bio7),Mean annual temperature,Mean temperature in vegetation period,Mean Temperature of Warmest Quarter (Bio10),Annual Mean Temp. (Bio1),"Soil type (FAO85-LEV1, EU soil atlas)",Ellenberg quotient (Q),Lang Quotient (Based on WorldClim),CORINE 2006,Main tree species (only tree species with more than 10 m3 living volume),Forest type BEAR,Beech proportion,Deciduous proportion (minus beech),Conifer proportion,Eunis (only dominating forest type),Forest type (Natura 2000) EU-habitat Directive,Natural Disturbance - Wind,Natural Disturbance - Snow,Natural Disturbance - Waterlogging,Natural Disturbance - Drought,Natural Disturbance - Insects,Natural Disturbance - Fungi,Reserve established (year),Reserve age,Reserve classification,Virgin forest,Former coppice,Former high forest,Former wood pasture,Living tree volume (m3 ha-1) TOTAL, Living tree volume (m3 ha-1) Fagus,Living tree volume (m3 ha-1) Quercus,Living tree volume (m3 ha-1) Fraxinus,Living tree volume (m3 ha-1) Acer,Living tree volume (m3 ha-1) Other decideuous, Living tree volume (m3 ha-1) Abies,Living tree volume (m3 ha-1) Picea,Living tree volume (m3 ha-1) Other coniferous,Living tree volume (m3 ha-1) Minimum dbh recorded (cm),Living tree volume (m3 ha-1) Year recorded,Snag & standing dead trees  volume (m3 ha-1) TOTAL,Snag & standing dead trees  volume (m3 ha-1) Fagus,Snag & standing dead trees  volume (m3 ha-1) Quercus,Snag & standing dead trees  volume (m3 ha-1) Fraxinus,Snag & standing dead trees  volume (m3 ha-1) Acer,Snag & standing dead trees  volume (m3 ha-1) Other decideuous,Snag & standing dead trees  volume (m3 ha-1) Abies,Snag & standing dead trees  volume (m3 ha-1) Picea,Snag & standing dead trees  volume (m3 ha-1) Other coniferous,Snag & standing dead trees  volume (m3 ha-1) Minimum dbh recorded (cm),Snag & standing dead trees  volume (m3 ha-1) Year recorded,Fallen log volume (m3 ha-1) TOTAL,Fallen log volume (m3 ha-1) Fagus,Fallen log volume (m3 ha-1) Quercus,Fallen log volume (m3 ha-1) Fraxinus, Fallen log volume (m3 ha-1) Acer,Fallen log volume (m3 ha-1) Other decideuous,Fallen log volume (m3 ha-1) Abies,Fallen log volume (m3 ha-1) Picea,Fallen log volume (m3 ha-1) Other coniferous,Fallen log volume (m3 ha-1) Minimum dbh recorded (cm),Fallen log volume (m3 ha-1) Year recorded,Total dead volume (m3 ha-1) TOTAL,Total dead volume (m3 ha-1) Fagus,Total dead volume (m3 ha-1) Quercus,Total dead volume (m3 ha-1) Fraxinus,Total dead volume (m3 ha-1)  Acer,Total dead volume (m3 ha-1) Other decideuous,Total dead volume (m3 ha-1) Abies,Total dead volume (m3 ha-1) Picea,Total dead volume (m3 ha-1) Other coniferous,Dead/living volume (%),Snag/log ratio (%),No. of sampled trees,Decay stages of CWD4,Beech Boys average dbh,Beech Boys average DC,Beech Boys average moss cover,Beech Boys average bark cover,Beech Boys average soil contact,Beech Boys number of logs,Beech Boys number of species,Beech Boys Chao2 estimated species richness (based on n=20),Beech Boys number of fungi per log,Vegetation (Nerea),UTMY,UTMX,UTMzone,Connectivity 1 km,Connectivity 10 km,Connectivity 100 km,Beech Boys Region
Gros Fouteau,2003,,,,FR,France,,,,48.4255243,2.669491539,,,152,,,,668,537,131,1.0,,24.2,,0.0,24.2,,,,10.7,D,,62,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.71    , 0.28    , 0.65    ,
La Massane,,,,FR_Mass,FR,France,336.0,28.8,PP,,,600-1158,879,,1178,,,839,537,302,0.9,19.7,24.4,5.0,1.2,23.2,12.0,,,11.5,U,16.7,73,23,"Fa, Qu ",F5a,,,,G1.62,9120,,,,,,,1920,94,1,,C,,,.,.,.,.,.,.,.,.,.,1,1998,10,6,2,0,0,2,0,0,0,1,1998,23,15,5,0,0,3,0,0,0,10,1998,32,21,6,0,0,5,0,0,0,.,0.29,,,,,,,,,,,,,,,, 0.27    , 0.10    , 0.47    ,
La Tillaie,2003,,,FR_Tilla,FR,France,36.0,2.0,PP,48.42465121,2.659206239,140,140,142,897,,,659,537,122,1.0,18.5,24.2,2.2,0.0,24.2,10.2,,,10.7,D,20.6,62,23,"Fa, Qu ",F5a,0.95,0.05,0.00,G1.62,9120,W,,,,,,1853,161,1,,,H,P,259,246,11,0,0,1,0,0,0,5,2000,54,42,13,0,0,0,0,0,0,10,2000,165,141,23,0,0,0,0,0,0,10,2000,219,183,36,0,0,0,0,0,0,0.85,0.25,,,,,,,,,,,,,,,, 0.71    , 0.28    , 0.65    ,
La Tillaie I,2003,,,,FR,France,34,,,48.42465121,2.659206239,140,,,897,,,659,537,122,1.0,18.5,24.2,2.2,0.0,24.2,10.2,,,10.7,D,20.6,62,23,"Fa, Qu",,,,,,,,,,,,,,2014,,,,,,478,,,,,,,,,?,,44,,,,,,,,,"9,5 cm",1982,145,,,,,,,,,"9,5 cm",,189,,,,,,,,,,0.40,,,,,,,,,,,,,,,, 0.71    , 0.28    , 0.65    ,
La Tillaie I,2003,,,,FR,France,36,,,48.42465121,2.659206239,140,,,897,,,659,537,122,1.0,18.5,24.2,2.2,0.0,24.2,10.2,,,10.7,D,20.6,62,23,Fa,,,,,,,,,,,,,,2014,,,,,,253,,,,,,,,,5 cm,,68,,,,,,,,,10 cm,2000,128,,,,,,,,,10 cm,,196,,,,,,,,,,0.77,,,,,,,,,,,,,,,, 0.71    , 0.28    , 0.65    ,
La Tillaie II,2003,,,,FR,France,34,,,48.42465121,2.659206239,140,,,897,,,659,537,122,1.0,18.5,24.2,2.2,0.0,24.2,10.2,,,10.7,D,20.6,62,23,"Fa, Fr",,,,,,,,,,,,,,2014,,,,,,397,,,,,,,,,?,,28,,,,,,,,,"9,5 cm",1982,92,,,,,,,,,"9,5 cm",,120,,,,,,,,,,0.30,,,,,,,,,,,,,,,, 0.71    , 0.28    , 0.65    ,
La Tillaie II,2003,,,,FR,France,36,,,48.42465121,2.659206239,140,,,897,,,659,537,122,1.0,18.5,24.2,2.2,0.0,24.2,10.2,,,10.7,D,20.6,62,23,"Fa, Qu",,,,,,,,,,,,,,2014,,,,,,265,,,,,,,,,5 cm,,41,,,,,,,,,10 cm,2000,91,,,,,,,,,10 cm,,131,,,,,,,,,,0.50,,,,,,,,,,,,,,,, 0.71    , 0.28    , 0.65    ,
Saint Baume,,,,,FR,France,,,,43.32722412,5.754894394,,,,,,,790,390,400,1.2,,24.0,,0.0,24.0,,,,10.8,L,,73,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.49    , 0.27    , 0.55    ,
Beixenhart,,,,,DE,Germany,,,,48.84963576,11.06305962,,,,,,,739,353,386,9.8,,23.3,,-4.7,27.5,,,,8.4,E,,88,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birkenkopf,,,,DE_Birk,DE,Germany,31.0,15.0,SP,,,243-355,305,,1094,,469,807,464,343,4.7,17.0,24.0,0.0,-2.5,26.5,9.1,15.6,,9.4,B,15.5,86,25,"Fa, Qu",F5a,0.82,0.14,0.04,,,,,,,,,1992,22,0,,,,,333,273,48,0,0,1,3,9,0,7,1994,2,0,1,0,0,0,0,0,0,7,1994,8,2,1,0,0,0,0,1,5,7,1994,10,2,2,0,0,0,0,1,5,0.03,0.20,,,,,,,,,,,,,,,,,,,
Brucksteig,2013,BRU,,DE_Bruc,DE,Germany,,,,49.86025271,10.49808204,,,420,,,,693,431,262,7.9,,22.8,,-4.2,27.0,,,,8.0,B,,87,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2.9,0.46,0.46,0.72,20,88,,12.3,,,,, 6.95    , 2.34    , 1.82    ,
Conventwald,,,,,DE,Germany,14.6,,,,,697-866,760,,1493,,619,1141,233,908,11.4,,20.8,,-3.9,24.7,7.4,13.6,,7.3,B,,156,25,"Fa, Ab",,,,,,,,,,,,,1970,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eisenbachhain,,,,,DE,Germany,,,,,,,,,,,,797,528,269,6.7,,22.7,,-3.5,26.2,,,,8.4,B,,95,25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eisgraben,,,,DE_Eis,DE,Germany,27.9,1.0,PP,,,600?,600,,638,,,880,344,536,15.5,13.2,21.6,-3.7,-5.3,26.9,5.7,,,6.8,B,20.7,129,23,Fa,F5a,,,,,,,,,,,,1978,36,0,,,,,774,.,.,.,.,.,.,.,.,.,.,38,.,.,.,.,.,.,.,.,.,.,139,.,.,.,.,.,.,.,.,.,.,177,.,.,.,.,.,.,.,.,0.23,0.21,,,,,,,,,,,,,,,,,,,
Elsenthal,2013,ELS,,DE_Else,DE,Germany,,,,48.84759529,13.37788208,,,640,,,,978,237,741,16.5,,21.9,,-6.8,28.7,,,,6.8,B,,144,25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,2.9,0.39,0.55,0.44,15,82,,14.3,,,,, 0.37    , 2.63    , 1.43    ,
Fauler Ort,,,,DE_Faul,DE,Germany,21.0,21.0,SP,,,45-50,"47,5",,560,,,562,413,149,6.2,17.8,22.8,-1.5,-3.9,26.7,8.5,,,8.5,Q,31.8,66,23,"Fa, Ti, Ac, Fr",F5a,0.59,0.41,0.00,G1.63,9130,W,,,,I,F,1938,76,1,,,H,,481,285,0,12,72,112,0,0,0,7,2000,101,99,0,0,1,2,0,0,0,7,2000,126,110,0,1,1,14,0,0,0,15,2000,227,209,0,1,2,16,0,0,0,0.47,0.45,,,,,,,,,,,,,,,,,,,
Feldseewald,,,,DE_Feld,DE,Germany,102.6,101.9,SP,,,995-1348,1200,,1636,,604,1625,237,1388,32.8,10.5,16.0,-4.0,-5.5,21.5,5.3,11.5,,4.5,B,6.4,361,24,"Pi, Fa, Ab, Ac",F5b,0.31,0.06,0.63,.,.,,,,,,,1973,41,0,,,H,,423,130,0,0,23,2,25,243,0,7,1992,38,1,0,0,7,0,1,29,0,7,1992,22,5,0,0,1,0,0,16,0,7,1992,60,6,0,0,8,0,1,45,0,0.14,0.63,,,,,,,,,,,,,,,,,,,
Franzhorn,,,,DE_Franz,DE,Germany,41.8,1.0,PP,,,15-41,28,,777,,359,766,395,371,5.0,17.0,21.1,1.1,-2.6,23.7,8.6,14.7,,8.3,B,24.6,92,23,"Qu,Fa, Ca, Al",F5a,1.00,0.00,0.00,G1.61,9110,W,,,,,,1972,42,0,,,H,,584,584,0,0,0,0,0,0,0,7,1997,4,4,0,0,0,0,0,0,0,7,1997,15,13,1,0,0,0,0,0,0,7,1997,19,18,1,0,0,0,0,0,0,0.03,0.23,,,,,,,,,,,,,,,,,,,
Franzosenbusch,,,,,DE,Germany,17.0,,,,,101-107,104,,774,,366,,,0,,,,,,,10.3,17.0,,,,,NA,,"Pn, Fa",,,,,,,,,,,,,1970,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitschger,,,,DE_Gits,DE,Germany,75.4,1.0,PP,,,620-685,650,,900,,,,,0,,15.1,,-3.9,,,5.5,,,,,16.8,NA,,Fa,F5a,.,.,.,.,.,,,,,,,1978,36,0,,,,,640,.,.,.,.,.,.,.,.,.,.,41,.,.,.,.,.,.,.,.,.,.,94,.,.,.,.,.,.,.,.,.,.,135,.,.,.,.,.,.,.,.,0.21,0.30,,,,,,,,,,,,,,,,,,,
Grosser Staufenburg,,,,DE_Stauf,DE,Germany,49.7,1.5,PP,,,400-554,477,,1056,,452,826,424,402,12.4,12.0,20.3,-4.2,-4.1,24.4,6.3,13.6,,7.1,B,10.9,116,23,"Fa, Ac, Fr",F5a,0.80,0.18,0.02,G1.63,9130,W,,,,,,1972,42,0,,,H,,545,435,0,24,48,27,0,5,7,7,1999,4,3,0,0,1,1,0,0,0,7,1999,23,10,0,2,3,5,0,3,0,7,1999,27,12,0,2,4,6,0,3,0,0.05,0.15,,,,,,,,,,,,,,,,,,,
Grubenhau,,,,DE_Grube,DE,Germany,15.8,15.8,SP,,,525-540,533,,703,,,771,440,331,8.9,15.0,22.5,-5.0,-4.1,26.5,5.5,,,7.9,E,21.3,98,23,"Fa, Qu",F5a,0.78,0.22,0.00,.,.,,,,,,,1970,44,0,,,,,604,469,115,0,0,17,0,0,0,7,1997,21,6,14,0,0,1,0,0,0,7,1997,46,23,16,0,0,7,0,0,0,7,1997,67,29,30,0,0,8,0,0,0,0.11,0.31,,,,,,,,,,,,,,,,,,,
Grumsin,,,,,DE,Germany,,,,52.9915531,13.85869063,,,,,,,570,409,161,6.7,,22.9,,-4.0,26.9,,,,8.4,Q,,68,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainich,,,,DE_Hain,DE,Germany,28.0,0.3,SP,,,425-455,440,,700,,,736,343,393,10.0,15.6,21.0,-1.6,-4.3,25.3,6.5,,,7.1,B,22.3,104,23,"Fa, Fr, Ac, Ca",F5a,0.65,0.35,0.00,G1.63,9130,W,,,,,,1990,24,0,,C,H,,567,371,0,114,48,33,0,0,0,.,.,22,.,.,.,.,.,.,.,.,7,1999,41,.,.,.,.,.,.,.,.,7,2001,62,29,0,11,0,22,0,0,0,0.11,0.35,,,,,,,,,,,,,,,, 6.93    , 2.74    , 1.71    ,
Heillige Hallen,2018,HEI,2018_10,DE_Heil,DE,Germany,39.2,25.0,SP,,,120-140,130,146,589,,289,597,415,182,9.4,17.2,21.5,-0.6,-3.7,25.2,7.9,14.8,,7.8,Q,30.2,77,23,Fa,F5a,1.00,0.00,0.00,G1.63,9130,W,,,,I,F,1938,76,1,,,H,P,506,505,0,0,0,1,0,0,0,7,1999,72,72,0,0,0,0,0,0,0,7,1999,170,170,0,0,0,0,0,0,0,15,1999,242,242,0,0,0,0,0,0,0,0.48,0.30,,,,,,,,,,,,,,,, 0.78    , 1.63    , 0.69    ,
Hoher Knuck,,,,DE_Knuck,DE,Germany,109.2,1.0,PP,49.92797324,9.459636739,ca. 500,500,,913,,375,746,295,451,9.0,15.7,23.0,-3.2,-3.5,26.5,8.1,14.6,,8.5,B,24.6,88,23,Fa,F5a,.,.,.,.,.,,,,,,,1978,36,0,,,,,576,.,.,.,.,.,.,.,.,.,1991,16,.,.,.,.,.,.,.,.,.,1991,79,.,.,.,.,.,.,.,.,.,1991,95,.,.,.,.,.,.,.,.,0.16,0.17,,,,,,,,,,,,,,,,,,,
Hoxfels,,,,DE_Hoxf,DE,Germany,55.0,55.0,SP,,,230-413,322,,842,,,733,303,430,4.9,17.3,23.4,-0.1,-1.8,25.2,9.0,,,9.4,B,20.5,78,25,"Fa, Fr, Qu, Ac, Pi",F5a,0.58,0.36,0.06,G1.63,9130,,,,,,,1972,42,0,,C,H,,360,207,36,37,32,25,4,16,2,.,2000,45,.,.,.,.,.,.,.,.,.,2000,10,.,.,.,.,.,.,.,.,.,2000,55,.,.,.,.,.,.,.,.,0.15,0.82,,,,,,,,,,,,,,,,,,,
Hoxfels,,,,,DE,Germany,55,,,,,230-413,,,,,,733,303,430,4.9,,23.4,,-1.8,25.2,,,,9.4,B,,78,25,Fa,,,,,,,,,,,,,,2014,,,,,,297,,,,,,,,,?,,13,,,,,,,,,?,1986,5,,,,,,,,,?,,18,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,
Hoxfels,,,,,DE,Germany,55,,,,,230-413,,,,,,733,303,430,4.9,,23.4,,-1.8,25.2,,,,9.4,B,,78,25,Fa,,,,,,,,,,,,,,2014,,,,,,360,,,,,,,,,?,,45,,,,,,,,,?,2000,10,,,,,,,,,?,,55,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,
Hünstollen,,,,DE_Hun,DE,Germany,55.5,1.0,PP,,,370-423,395,,740,,345,806,490,316,8.5,14.5,20.8,-1.7,-3.8,,8.0,14.4,,7.5,B,21.3,107,23,"Fa, Fr, Ac, Ti",F5a,0.86,0.14,0.00,G1.63,9130,W,,,,,,1972,42,0,,,H,,576,495,0,57,23,1,0,0,0,7,1996,5,3,0,1,2,0,0,0,0,7,1996,16,11,0,1,1,2,0,0,0,7,1996,21,14,0,2,3,2,0,0,0,0.04,0.25,,,,,,,,,,,,,,,,,,,
Hünstollen,,,,,DE,Germany,55.5,,,,,370-420,,,,,,806,490,316,8.5,14.5,20.8,-1.7,-3.8,,8.0,14.4,,7.5,B,,107,23,"Fa, Fr, Ac",,,,,,,,,,,,,,2014,,,,,,576,,,,,,,,,7 cm,,5,,,,,,,,,7 cm,1996,16,,,,,,,,,7 cm,,21,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,
Hüttenhänge,,,,,DE,Germany,,,,,,,,,868,,408,866,350,516,16.8,,20.1,,-6.8,26.9,6.5,13.5,,5.7,B,,152,25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hölbachschwelle,2013,HOG,,,DE,Germany,,,,49.08717076,13.29669025,,,1085,,,,1145,366,779,24.5,,18.3,,-8.4,26.7,,,,4.2,B,,273,25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3.1,0.49,0.58,0.68,20,59,,8.9,,,,, 6.94    , 2.65    , 1.34    ,
Jasmund,2018,JAS,2018_10,,DE,Germany,,,,,,,,122,,,,581,386,195,2.9,,20.3,,-3.0,23.3,,,,7.7,L,,75,23,Fa,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 3.42    , 1.27    , 0.56    ,
Kalkberg,,,,DE_Kalk,DE,Germany,23.8,23.8,SP,,,ca. 600,600,,824,,337,889,292,597,16.9,15.2,22.1,-3.7,-5.2,27.3,7.9,14.6,,7.1,B,23.8,125,23,Fa,F5a,.,.,.,.,.,,,,,,,1978,36,0,,,,,681,.,.,.,.,.,.,.,.,.,1991,10,.,.,.,.,.,.,.,.,.,1991,27,.,.,.,.,.,.,.,.,.,1991,37,.,.,.,.,.,.,.,.,0.05,0.27,,,,,,,,,,,,,,,,,,,
Kartoffelacker,,,,,DE,Germany,16.0,,,,,102-104,103,,774,,366,675,428,247,5.2,,24.7,,-1.6,26.3,10.3,17.0,,10.3,B,,66,24,"Pn, Fa",,,,,,,,,,,,,1970,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kohltal,,,,,DE,Germany,,,,,,,,,826,,428,937,458,479,13.6,,22.1,,-4.2,26.3,7.3,13.9,,7.7,B,,122,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krebswiese,,,,,DE,Germany,,,,,,,,,,,,927,462,465,13.7,,21.8,,-4.8,26.6,,,,7.4,B,,125,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Königsbuche,,,,DE_Konig,DE,Germany,26.5,1.0,PP,,,200-250,225,,780,,,753,426,327,7.9,14.0,21.3,-2.2,-3.6,24.9,6.3,,,7.8,B,17.9,97,23,"Fa, Qu, Pi",F5a,0.88,0.07,0.05,G1.63,9130,W,,,,,,1972,42,0,,,H,,611,541,43,0,0,0,0,14,13,7,1996,17,9,5,0,0,0,0,3,0,7,1996,60,46,6,0,0,8,0,1,0,7,1996,77,55,11,0,0,8,0,4,0,0.13,0.22,,,,,,,,,,,,,,,,,,,
Limker Strang,,,,DE_Linke,DE,Germany,20.0,3.0,PP,,,400,400,,1029,,438,915,285,630,14.7,13.0,20.2,-3.2,-3.6,23.8,7.3,13.3,,7.2,B,14.4,127,23,"Fa, Qu, Pi",F5a,1.00,0.00,0.00,G1.61,9110,W,,,,,F,1972,42,0,,,H,,496,496,0,0,0,0,0,0,0,7,1999,7,7,0,0,0,0,0,0,0,7,1999,17,17,0,0,0,0,0,0,0,7,1999,25,25,0,0,0,0,0,0,0,0.05,0.29,,,,,,,,,,,,,,,,,,,
Lohn,,,,DE_Lohn,DE,Germany,37.1,1.0,PP,,,60-72,65,,657,,307,657,386,271,4.4,16.9,22.6,1.2,-3.1,25.7,8.5,15.0,,8.3,L,27.1,79,,"Fa, Qu, Pi",F5a,0.98,0.02,0.00,G1.63,9130,W,,,,,,1974,40,0,,,H,,458,451,7,0,0,0,0,0,0,7,1996,1,1,0,0,0,0,0,0,0,7,1996,40,36,4,0,0,0,0,0,0,7,1996,41,36,5,0,0,0,0,0,0,0.09,0.03,,,,,,,,,,,,,,,,,,,
Ludwigshain,,,,,DE,Germany,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lüssberg,,,,DE_Luss,DE,Germany,29.1,1.0,PP,,,109-116,112,,761,,346,692,347,345,13.1,16.9,22.4,1.2,-3.0,25.4,8.4,14.7,,8.3,P,27.1,83,,"Fa, Qu",F5a,0.57,0.41,0.02,G1.61,9110,W,,,,,F,1972,42,0,,,H,,335,192,137,0,0,0,0,6,0,7,1997,2,2,0,0,0,0,0,0,0,7,1997,7,3,3,0,0,1,0,1,0,7,1997,9,5,3,0,0,1,0,1,0,0.03,0.17,,,,,,,,,,,,,,,,,,,
Mittelsteighütte,2013,MIT,2013_10,,DE,Germany,,,,49.09854485,13.2472362,,850,725,,,,970,366,604,28.7,,20.9,,-7.2,27.9,,,,5.8,B,,167,*23/25,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.0,0.58,0.54,0.74,22,81,112,12.8,,,,, 6.93    , 2.67    , 1.34    ,
Napf,,,,DE_Napf,DE,Germany,177.0,139.6,SP,,,948-1367,1200,,1569,,641,1462,238,1224,27.5,13.0,17.5,-2.1,-5.0,22.5,6.9,13.0,,5.4,B,7.5,271,25,"Pi, Fa, Ab",F5b,0.17,0.05,0.78,G1.61,9110,W,,,,I,,1970,44,0,,,H,,483,84,0,0,23,1,51,324,0,7,1996,80,1,0,0,1,1,6,73,0,7,1994,31,3,0,0,1,1,3,24,0,7,1994,111,4,0,0,2,1,9,97,0,0.23,0.72,,,,,,,,,,,,,,,,,,,
Niddahänge,,,,DE_Nidd1,DE,Germany,19.8,19.8,SP,,,517-700,609,,1175,,454,911,499,412,17.2,16.0,20.8,-2.0,-4.6,25.4,6.7,13.2,,7.0,B,16.0,130,23,"Fa, Ac, Fr",F5a,0.85,0.15,0.00,G1.63,9130,,,,,,,1954,60,0,,,H,,542,460,0,40,41,0,0,1,0,7,1988,4,3,0,0,0,1,0,0,0,20,1988,32,31,0,0,0,1,0,0,0,20,1988,36,34,0,0,0,2,0,0,0,0.07,0.10,,,,,,,,,,,,,,,,,,,
Niddahänge,,,,DE_Nidd2,DE,Germany,20.8,20.8,SP,,,517-700,609,,1175,,454,911,499,412,17.2,16.0,20.8,-2.0,-4.6,25.4,6.7,13.2,,7.0,B,16.0,130,23,"Fa, Fr, Ac, Pi",F5a,0.84,0.10,0.07,G1.63,9130,,,,,,,1954,60,0,,,H,,599,502,0,36,20,2,0,18,22,7,1988,4,2,0,0,0,1,0,1,0,20,1988,26,18,0,2,0,1,0,4,0,20,1988,30,20,0,3,0,2,0,5,0,0.05,0.14,,,,,,,,,,,,,,,,,,,
Niddahänge I,,,,,DE,Germany,19.8,,,,,517-700,,,1175,,454,911,499,412,17.2,,20.8,,-4.6,25.4,6.7,13.2,,7.0,B,,130,23,"Fa, Ac, Fr",,,,,,,,,,,,,,2014,,,,,,542,,,,,,,,,>7 cm,,4,,,,,,,,,>20 cm,1988,32,,,,,,,,,>20 cm,,36,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,
Niddahänge II,,,,,DE,Germany,20.8,,,,,517-700,,,1175,,454,911,499,412,17.2,,20.8,,-4.6,25.4,6.7,13.2,,7.0,B,,130,23,"Fa, Fr, Ac",,,,,,,,,,,,,,2014,,,,,,599,,,,,,,,,>7 cm,,4,,,,,,,,,>20 cm,1988,26,,,,,,,,,>20 cm,,30,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,
Pfannenberg,,,,DE_Pfan,DE,Germany,72.2,14.5,SP,,,553-766,650,,1067,,524,900,447,453,10.2,16.2,21.2,-1.5,-4.6,25.8,7.1,13.5,,7.3,E,15.2,123,23,"Fa, Fr, Ac, Ps, Ul, Ab",F5a,0.61,0.31,0.08,G1.63,9130,,,,,,,1986,28,0,,,,,469,286,0,74,47,24,12,0,26,7,1994,17,3,0,2,0,8,4,0,0,7,1994,50,15,0,12,0,7,6,0,0,7,1994,67,18,0,14,0,15,10,0,0,0.14,0.25,,,,,,,,,,,,,,,,,,,
Platte,,,,,DE,Germany,33.9,,,,,430-470,450,,767,,388,751,439,312,11.8,,22.5,,-5.0,27.5,7.6,14.6,,7.6,B,,99,23,Fa,,,,,,,,,,,,,1978,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platzer Kuppe,,,,DE_Platz,DE,Germany,24.3,24.2,SP,,,610-700,655,,824,,337,831,292,539,10.7,14.7,22.3,-4.2,-4.9,27.2,7.9,14.6,,7.3,B,23.0,114,23,Fa,F5a,.,.,.,.,.,,,,,,,1978,36,0,,,,,595,.,.,.,.,.,.,.,.,.,1991,23,.,.,.,.,.,.,.,.,.,1991,34,.,.,.,.,.,.,.,.,.,1991,57,.,.,.,.,.,.,.,.,0.10,0.40,,,,,,,,,,,,,,,,,,,
Schrofen,,,,,DE,Germany,,,,,,,,,1950,,1079,986,136,850,23.9,,21.1,,-6.3,27.4,2.8,8.3,,7.0,E,,141,24,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
