Site name,Beech Boy Site (Year),Beech Boy Code,Beech Boy Survey,Site code,Country Code,Country,Site area (ha),Area of study (ha),Dead wood sampling method,Latidute N (new),Longitude E (new),Altitude (m),Altitude average (m),Altitude (STRM),Annual precipitation (diff. sources) (mm),Precipitation of Warmest Quarter (bio18),Precipitation in vegetation period,Annual precipitation (Bio12) (mm),Annual evaporation (mm),Water balance (prec - evap),Snow cover (MODIS MYD10v5),Mean temperature of the warmst month,Max temp. of warmest month (Bio5),Mean temperature of the coldest month,Min temp. of coldest month (Bio6),Temp. Annual range (Bio7),Mean annual temperature,Mean temperature in vegetation period,Mean Temperature of Warmest Quarter (Bio10),Annual Mean Temp. (Bio1),"Soil type (FAO85-LEV1, EU soil atlas)",Ellenberg quotient (Q),Lang Quotient (Based on WorldClim),CORINE 2006,Main tree species (only tree species with more than 10 m3 living volume),Forest type BEAR,Beech proportion,Deciduous proportion (minus beech),Conifer proportion,Eunis (only dominating forest type),Forest type (Natura 2000) EU-habitat Directive,Natural Disturbance - Wind,Natural Disturbance - Snow,Natural Disturbance - Waterlogging,Natural Disturbance - Drought,Natural Disturbance - Insects,Natural Disturbance - Fungi,Reserve established (year),Reserve age,Reserve classification,Virgin forest,Former coppice,Former high forest,Former wood pasture,Living tree volume (m3 ha-1) TOTAL, Living tree volume (m3 ha-1) Fagus,Living tree volume (m3 ha-1) Quercus,Living tree volume (m3 ha-1) Fraxinus,Living tree volume (m3 ha-1) Acer,Living tree volume (m3 ha-1) Other decideuous, Living tree volume (m3 ha-1) Abies,Living tree volume (m3 ha-1) Picea,Living tree volume (m3 ha-1) Other coniferous,Living tree volume (m3 ha-1) Minimum dbh recorded (cm),Living tree volume (m3 ha-1) Year recorded,Snag & standing dead trees  volume (m3 ha-1) TOTAL,Snag & standing dead trees  volume (m3 ha-1) Fagus,Snag & standing dead trees  volume (m3 ha-1) Quercus,Snag & standing dead trees  volume (m3 ha-1) Fraxinus,Snag & standing dead trees  volume (m3 ha-1) Acer,Snag & standing dead trees  volume (m3 ha-1) Other decideuous,Snag & standing dead trees  volume (m3 ha-1) Abies,Snag & standing dead trees  volume (m3 ha-1) Picea,Snag & standing dead trees  volume (m3 ha-1) Other coniferous,Snag & standing dead trees  volume (m3 ha-1) Minimum dbh recorded (cm),Snag & standing dead trees  volume (m3 ha-1) Year recorded,Fallen log volume (m3 ha-1) TOTAL,Fallen log volume (m3 ha-1) Fagus,Fallen log volume (m3 ha-1) Quercus,Fallen log volume (m3 ha-1) Fraxinus, Fallen log volume (m3 ha-1) Acer,Fallen log volume (m3 ha-1) Other decideuous,Fallen log volume (m3 ha-1) Abies,Fallen log volume (m3 ha-1) Picea,Fallen log volume (m3 ha-1) Other coniferous,Fallen log volume (m3 ha-1) Minimum dbh recorded (cm),Fallen log volume (m3 ha-1) Year recorded,Total dead volume (m3 ha-1) TOTAL,Total dead volume (m3 ha-1) Fagus,Total dead volume (m3 ha-1) Quercus,Total dead volume (m3 ha-1) Fraxinus,Total dead volume (m3 ha-1)  Acer,Total dead volume (m3 ha-1) Other decideuous,Total dead volume (m3 ha-1) Abies,Total dead volume (m3 ha-1) Picea,Total dead volume (m3 ha-1) Other coniferous,Dead/living volume (%),Snag/log ratio (%),No. of sampled trees,Decay stages of CWD4,Beech Boys average dbh,Beech Boys average DC,Beech Boys average moss cover,Beech Boys average bark cover,Beech Boys average soil contact,Beech Boys number of logs,Beech Boys number of species,Beech Boys Chao2 estimated species richness (based on n=20),Beech Boys number of fungi per log,Vegetation (Nerea),UTMY,UTMX,UTMzone,Connectivity 1 km,Connectivity 10 km,Connectivity 100 km,Beech Boys Region
Pecka,,,,SI_Pecka,SI,Slovenia,60.2,2.9,PP,45.75477876,14.99344124,800-910,855,,1220,,,1327,469,858,12.9,16.3,22.0,-4.3,-5.5,27.5,5.0,,,7.0,E,13.4,190,25,"Fa, Ab",F5b,0.76,0.00,0.24,G1.6C,.,W,,,,,F,1953,61,1,V,,,,687,521,0,0,0,0,166,0,0,5,1999,291,15,0,0,0,0,276,0,0,5,1999,277,85,0,0,0,0,192,0,0,5,1999,568,100,0,0,0,0,468,0,0,0.83,0.51,,,,,,,,,,,,,,,,,,,
Pecka,,,,,SI,Slovenia,60.2,,,45.75477876,14.99344124,800-910,,,,,,1327,469,858,12.9,,22.0,,-5.5,27.5,,,,7.0,E,,190,25,"Ab, Fa",,,,,,,,,,,,,,2014,,,,,,930,,,,,,,,,all,,181,,,,,,,,,?,1980,178,,,,,,,,,?,,181,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,
Pecka,,,,,SI,Slovenia,60.2,,,45.75477876,14.99344124,800-910,,,,,,1327,469,858,12.9,,22.0,,-5.5,27.5,,,,7.0,E,,190,25,"Fa, Ab",,,,,,,,,,,,,,2014,,,,,,687,,,,,,,,,5 cm,,291,,,,,,,,,5 cm,1999,277,,,,,,,,,5 cm,,568,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,
Rajhenavski Rog,2002,,,SI_Rajh,SI,Slovenia,51.3,1.91,PP,45.67404992,15.00911712,850-960,905,914,1500,,,1335,469,866,19.5,15.8,22.0,-3.6,-5.2,27.2,5.0,,,7.1,E,10.5,188,24,"Bb, Fa",F5b,0.40,0.00,0.60,G1.6C,.,W,,,,,F,1894,120,1,V,,,,813,326,0,0,0,0,487,0,0,5,1985,122,28,0,0,0,0,94,0,0,5,1985,16,4,0,0,0,0,12,0,0,5,1985,138,32,0,0,0,0,106,0,0,0.17,0.88,,,,,,,,,,,,,,,, 6.96    , 6.06    , 2.44    ,
Rajhenavski Rog,2002,RAJ,2002_09,,SI,Slovenia,51,,,45.67404992,15.00911712,,865,,1579,345,,1335,469,866,19.5,16.9,22.0,-1.9,-5.2,27.2,7.7,,15.9,7.1,E,10.5,188,24,Ab ,,,,,,,,,,,,,,2014,,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,110,1-6,50,3.0,0.27,0.42,0.48,110,135,,10.6,Conifers,5056272,501558,33T, 6.96    , 6.06    , 2.44    ,R4
Rajhenavski Rog,2002,,,,SI,Slovenia,51.3,,,45.67404992,15.00911712,850-960,,,,,,1335,469,866,19.5,15.8,22.0,-3.6,-5.2,27.2,5.0,,,7.1,E,10.5,188,24,"Ab, Fa",,,,,,,,,,,,,,2014,,,,,,813,,,,,,,,,5 cm,,122,,,,,,,,,5 cm,1985,16,,,,,,,,,5 cm,,138,,,,,,,,,,0.17,,,,,,,,,,,,,,,, 6.96    , 6.06    , 2.44    ,
Ravna Gora,,,,,SI,Slovenia,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strmec,,,,SI_Strem,SI,Slovenia,15.6,15.6,CS,,,820-930,875,,1556,,,,,0,,15.8,,-3.6,,,5.0,,,,,10.2,NA,,"Fa, Ab, Pi, Ac",F5b,0.62,0.06,0.32,G1.6C,.,W,,,,,F,1913,101,1,V,,,,660,412,0,1,25,13,168,41,0,10,2001,.,.,.,.,.,.,.,.,.,10,2001,.,.,.,.,.,.,.,.,.,10,2001,166,24,0,0,0,0,137,5,0,0.19,.,,,,,,,,,,,,,,,,,,,
Strmec,,,,,SI,Slovenia,15.55,,,,,900,,,,,,,,0,,,,,,,,,,,,,NA,,"Fa, Ab, Pi, Ac",,,,,,,,,,,,,,2014,,,,,,660,,,,,,,,,10 cm,,-,,,,,,,,,?,2001,-,,,,,,,,,?,,166,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,
Trdino Vrh,,,,,SI,Slovenia,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artikutza,2006,ART,2005_11,,ES,Spain,3645.0,2550.0,,43.211003,-1.78815,236-1052,585,1256,2700,,,1340,673,667,1.6,19.3,24.2,4.2,2.6,21.6,"12,9",,,12.1,B,,111,23,"Cs, Qu, Be",,0.38,0.41,0.1,,9120,,,,,,,1919,95,,,,,,,,,,,,,,,,,27,15,11,,,1,,,,,2004,17,9,8,,,1,,,,,2004,44,24.07,18.42,,,1.42,,,,,0.61,,1-4,,,,,,,,,,,,,, 1.51    , 4.06    , 0.84    ,
Aztaparreta R.I,2006,AZT,2005_11,,ES,Spain,175.0,100.0,,42.91269189,-0.817412769,1212,1726,1380,1800,,,1151,617,534,16.2,19.5,19.3,2.0,-4.5,23.8,7.0,,,6.0,B,,192,23,Ab,,0.9,0,0.03,,9130,,,,,,,1987,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 6.92    , 2.88    , 0.82    ,
Bertizarana (Bertiz),2006,BER,2005_11,,ES,Spain,2052,1764.0,,43.16716609,-1.602537642,138-822,421,630,2020,,,1272,555,717,0.5,19.4,24.9,1.4,2.7,22.2,12.5,,,12.6,B,,101,23,Cs,,0.86,0.1,1.9,,9120,,,,,,,1949,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max 114,,,,,,,,,,,,1-4,,,,,,,,,,,,,, 6.96    , 4.80    , 0.87    ,
La vega de Brañagallones I,2006,BRA,2005_11,,ES,Spain,37803.0,,,43.1092601,-5.309965887,350-2104,877,1226,1569,,,878,561,317,8.3,18.9,22.9,2.2,-2.0,24.9,13.1,,,8.5,B,,103,23,Be,,,,,,,,,,,,,1996,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.18    , 3.51    , 0.56    ,
La vega de Brañagallones II,2017,BRA,2017_10,,ES,Spain,,,,,,,,,,166,,879,561,318,8.3,,22.8,,-2.0,24.8,,,15.2,8.4,B,,105,23,Fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosque de Pome,2017,POM,2017_10,,ES,Spain,,,,,,,,,,171,,889,573,316,3.5,,22.6,,-0.2,22.8,,,15.9,9.7,E,,92,23,Fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuasta Fria,2017,CUA,2017_10,,ES,Spain,,,,,,,,,,,,929,573,356,13.2,,22.0,,-2.1,24.1,,,14.7,8.1,E,,115,23,Fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosque de Pelono,2017,PEL,2017_10,,ES,Spain,,,,,,,,,,162,,847,560,287,16.7,,23.2,,-0.7,23.9,,,16.0,9.5,U,,89,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2017 site 6,2017,XXX,2017_10,,ES,Spain,,,,,,,,,,173,,882,716,166,1.3,,22.8,,2.7,20.1,,,,11.8,L,,75,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizardoia I,2006,LIZ,2005_11,,ES,Spain,64,,,43.00599108,-1.113985204,904-1183,1041,1054,1021,,,1128,419,709,6.4,16.5,22.0,-1.9,-2.4,24.4,,,,8.3,B,,136,25,"Ab, Fa",,0.61,0.01,0.38,,9130,,,,,,,1987,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.91    , 3.84    , 0.86    ,
Lizardoia II,2006,LIZ,2005_11,,ES,Spain,64,,,42.99384208,-1.116074261,904-1183,1041,1078,1021,,,1129,623,506,7.9,16.5,21.9,-1.9,-2.5,24.4,,,,8.2,B,,138,23,"Ab, Fa",,0.61,0.01,0.38,,9130,,,,,,,1987,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.91    , 3.84    , 0.86    ,
"Biskopstorp, all",2005,,,,SE,Sweden,,,,,,,,150,,,,890,363,527,22.0,,19.8,,-5.3,25.1,,,,6.8,P,,131,24,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.34    , 0.14    , 0.33    ,
"Biskopstorp, Holkåsen",2004,HOL,2004_10,,SE,Sweden,80.0,,,56.80107811,12.88951074,,80,,,,,890,363,527,22.0,,19.8,,-5.3,25.1,,,,6.8,P,,131,24,"Pi, Pn, Qu",,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,50,,,,,,,50,95,,11.4,Conifers,6297109,371147,33V, -      , 0.14    , 0.33    ,R3
"Biskopstorp, Kvinnsåsen",2004,KVI,2004_10,,SE,Sweden,130.0,,,56.80967561,12.90996492,,100,,,,,890,363,527,22.0,,19.8,,-5.3,25.1,,,,6.8,P,,131,24,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,15,,,,,,,15,60,,10.5,Conifers,6298184,372402,33V, -      , 0.14    , 0.33    ,R3
"Biskopstorp, N Kroksjön",2004,NKR,2004_10,,SE,Sweden,14.0,,,56.80247385,12.89336776,,130,,,,,890,363,527,22.0,,19.8,,-5.3,25.1,,,,6.8,P,,131,24,Pi,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,25,,,,,,,25,81,,12.2,Conifers,6297109,371147,33V, -      , 0.14    , 0.33    ,R3
"Biskopstorp, Trälhultet",2004,TRA,2004_10,,SE,Sweden,6.0,,,56.80833487,12.90798593,,150,,,,,890,363,527,22.0,,19.8,,-5.3,25.1,,,,6.8,P,,131,24,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,10,,57,3.0,0.56,0.54,0.75,10,59,,12.5,Fagus,6298184,372402,33V, -      , 0.14    , 0.33    ,R3
Bjurkärr,2011,BJU,2011_10,,SE,Sweden,34,,,,,,140,,,,,645,546,99,16.0,,20.8,,-4.3,25.1,,,,6.8,P,,95,23,"Pn, Be, Pi, Qu",,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3.0,0.56,0.51,0.67,50,106,111,11.2,Conifers,6277239,479623,33V, -      , 0.04    , 0.29    ,R3
Blåalt,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dömestorp,2004,DOM,2004_10,,SE,Sweden,125,,,56.40945244,12.98021208,,300,129,,,,797,378,419,12.0,,19.8,,-4.9,24.6,,,,7.1,B,,112,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,50,,,,,,,50,83,,9.4,Fagus,5808561,362604,33U, 1.54    , 1.62    , 0.56    ,R3
Frodeparken,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getbäcken,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maltesholm,,,,,SE,Sweden,,,,55.90116375,13.9874008,,,,,,,634,328,306,10.7,,20.1,,-2.9,23.0,,,,7.5,R,,85,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myskebackarne,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mårås,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Råmebo,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skrockeberg,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skubbhult,,,,,SE,Sweden,,,,,,,,,,,,,,0,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valaklitt,2005,VAL,2004_10,,SE,Sweden,24.0,,,57.09956401,12.54985222,,90,93,,,,853,358,495,19.9,,20.1,,-5.5,25.6,,,,7.1,P,,120,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,25,,51,3.0,0.50,0.50,0.71,25,76,,13.5,Fagus,6331182,351586,33V, -      , 0.00    , 0.18    ,R2
Äskemossen,2004,ASK,2004_10,,SE,Sweden,14,,,,,,90,,,,,854,358,496,19.0,,20.1,,-5.5,25.4,,,,7.2,P,,119,23,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,25,,40,3.0,0.55,0.57,0.84,25,64,,8.4,Conifers,6330026,352757,31V, 0.00    , 0.08    , 0.26    ,R3
Amelisweerd,2002,AMW,2002_11,,NL,The Nerherlands,3,,,52.06944798,5.169549287,,2,,827,217,,802,512,290,2.7,17.2,21.4,2.8,-0.5,21.9,9.4,,16.1,9.3,B,,86,23,"Fa, Qu, Fr",,,,,,,,,,,,,,2014,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,5,"1,3",,,,,,5,33,,13,Broadleaved,5774403,649316,31U, 0.01    , 0.88    , 0.67    ,R1
Drie,2002,DRI,2002_11,,NL,The Nerherlands,5,,,52.26409658,5.682266081,,35,,876,225,,813,361,452,5.2,17.2,20.9,2.2,-1.0,21.9,9.4,,15.7,8.9,P,,91,23,Qu ,,,,,,,,,,,,,,2014,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,21,1-3,51,2.0,0.12,0.56,0.79,21,70,,12.4,Broadleaved,5772738,697385,31U, 1.39    , 0.35    , 0.51    ,R1
Gortelsebos,2002,GOB,2002_11,NL_Gorte,NL,The Nerherlands,15.0,15.0,LT,51.51443424,5.705769165,45,45,,873,213,,773,399,374,2.5,17.2,21.7,2.2,-0.5,22.2,9.4,,16.5,9.6,P,19.7,81,24,"Fa, Qu",F5a,.,.,.,G1.63,9121,W,,,,,,1990,24,0,,,H,,507,,,,,,,,,5,2000,9,,,,,,,,,5,2000,58,.,.,.,.,.,.,.,.,5,2000,67,,,,,,,,,,0.13,11,"2,3",,,,,,11,56,,16.8,Broadleaved,5392737,402100,34U, 1.39    , 0.35    , 0.51    ,R1
Oostbroek,2002,OOB,2002_11,,NL,The Nerherlands,3,,,52.08898943,5.190582833,,2,,827,219,,803,369,434,2.7,17.2,21.5,2.8,-0.6,22.1,9.4,,16.1,9.3,P,,86,23,"Qu, Fr",,,,,,,,,,,,,,2014,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,10,2,,,,,,10,34,,8.5,Broadleaved,5774403,649316,31U, 0.01    , 0.88    , 0.67    ,R1
Pijpebrandje,2002,,,,NL,The Nerherlands,36,,,52.2528906,5.704438108,50,,,876,,,803,361,442,4.0,17.2,21.0,2.2,-1.0,22.0,9.4,,,9.0,P,19.6,89,23,"Fa, Qu",,,,,,,,,,,,,,2014,,,,,,312,,,,,,,,,5 cm,,21,,,,,,,,,10 cm,1999,18,,,,,,,,,10 cm,,39,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,
Wulperhorst,2002,WUH,2002_11,,NL,The Nerherlands,3,,,,,,3,,827,217,,801,512,289,2.3,17.2,21.4,2.8,-0.6,22.0,9.4,,16.1,9.3,P,,86,21,"Qu, Fr, Ca",,,,,,,,,,,,,,2014,,,,,,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,44,2-4,68,3.0,,0.32,0.83,44,46,,5.1,Broadleaved,5774403,649316,31U, 0.01    , 0.88    , 0.67    ,R1
Dassenberg,2002,DAB,2002_11,NL_Dasse,NL,The Netherlands,12.0,12.0,LT,52.22497728,5.843736556,96,96,,906,230,,824,360,464,5.1,17.2,20.6,2.2,-1.2,21.8,9.4,,15.5,8.7,P,19.0,95,23,"Fa, Qu",F5a,.,.,.,G1.62,9120,W,,,,,,1990,24,0,,,H,,402,.,.,.,.,.,.,.,.,5,2000,19,.,.,.,.,.,.,.,.,5,2000,44,.,.,.,.,.,.,.,.,5,2000,63,.,.,.,.,.,.,.,.,#REF!,0.30,37,1-3,,,,,,33,73,,15.6,Broadleaved,5772738,697385,31U, 1.39    , 0.35    , 0.51    ,R1
Pijpebrandje,2002,,,NL_Pijpe,NL,The Netherlands,27.0,27.0,LT,52.2528906,5.704438108,42,42,50,876,223,,803,361,442,4.0,17.2,21.0,2.2,-1.0,22.0,9.4,,15.8,9.0,P,19.6,89,23,"Fa, Qu",F5a,.,.,.,G1.62,9120,W,,,,,,1975,39,0,,C,H,P,457,.,.,.,.,.,.,.,.,5,2000,11,.,.,.,.,.,.,.,.,5,2000,33,.,.,.,.,.,.,.,.,5,2000,44,.,.,.,.,.,.,.,.,#REF!,0.26,,,,,,,,,,,,,,,, 3.41    , 0.91    , 0.55    ,
Speuldebos,2002,SPB,2002_11,,NL,The Netherlands,27,,,52.2634147,5.673848112,,42,,876,225,,814,361,453,5.2,17.2,20.9,2.2,-1.0,21.9,9.4,,15.7,8.9,P,,91,23,Qu,,,,,,,,,,,,,,2014,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,42,1-4,46,3.0,0.17,0.30,0.83,42,65,,9.2,Broadleaved,5792330,685670,31U, 6.92    , 1.11    , 0.57    ,R1
Weversbergen,2002,WEB,2002_11,NL_Wever,NL,The Netherlands,12.0,12.0,LT,,,80,80,,856,,,,,0,,17.2,,2.2,,,9.4,,,,,20.1,NA,,"Fa, Qu",F5a,.,.,.,G1.62,9120,W,,,,,,1991,23,0,,,H,,469,.,.,.,.,.,.,.,.,5,2000,1,.,.,.,.,.,.,.,.,5,2000,48,.,.,.,.,.,.,.,.,5,2000,49,.,.,.,.,.,.,.,.,#N/A,0.03,32,1-3,55,2.0,0.15,0.48,0.81,32,72,,14.9,Broadleaved,5772738,697385,31U, 1.39    , 0.35    , 0.51    ,R1
Chornohora,,,,,UU,Ukraine,2477.0,,,48.2099167,24.35624164,640-1550,,,,,,875,357,518,28.0,,18.8,,-10.0,28.8,,,,4.3,B,,203,nn,"Fa, Ab, Pi",,,,,,,,,,,,,1968,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crimea (approx),,,,,UU,Ukraine,,,,44.4927079,33.96115994,,,,,,,609,371,238,17.3,,25.6,,-4.0,29.8,,,,9.2,B,,66,nn,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuziy-Trybushany,,,,,UU,Ukraine,1370.0,,,47.95440591,24.15252433,420-1087,,,,,,803,361,442,20.0,,21.0,,-9.0,30.0,,,,5.9,B,,136,nn,"Fa, Qu",,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maramarosh,,,,,UU,Ukraine,2244.0,,,47.92832776,24.26316434,720-1470,,,,,,787,303,484,25.8,,21.4,,-8.9,30.3,,,,6.3,B,,125,nn,"Ab, Fa",,,,,,,,,,,,,1990,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuzhytsia-Uzhok,,,,,UU,Ukraine,2532.0,,,49.08032978,22.58267228,600-1221,,,,,,869,363,506,25.7,,19.4,,-9.8,29.2,,,,4.7,B,,185,nn,Fa,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svydovets,,,,,UU,Ukraine,3031.0,,,48.23532477,24.30397187,720-1500,,,,,,793,352,441,26.5,,21.5,,-8.7,30.2,,,,6.3,B,,126,nn,Fa,,,,,,,,,,,,,1997,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uholka,,,,,UU,Ukraine,11860.0,,,48.25858476,23.61574112,700-800,,680,,,,818,363,455,20.3,,21.8,,-8.1,29.9,,,,7.3,B,,112,nn,,,,,,,,,,,,,,,2014,,,,,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,0.28,,,,,,,,,,,,,,,,, 1.14    , 3.77    , 2.20    ,
Uholka,,,,,UU,Ukraine,,,,48.25858476,23.61574112,,,,,,,818,363,455,20.3,,21.8,,-8.1,29.9,,,,7.3,B,,112,nn,,,,,,,,,,,,,,,2014,,,,,,756,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uholka,,,,,UU,Ukraine,,,,48.25858476,23.61574112,,,,,,,818,363,455,20.3,,21.8,,-8.1,29.9,,,,7.3,B,,112,nn,,,,,,,,,,,,,,,2014,,,,,,754,,,,,,,,,,2005,41,,,,,,,,,,2005,113,,,,,,,,,,,154,,,,,,,,,0.20,0.27,,,,,,,,,,,,,,,,,,,
Biogradska Gora,,,,,,,,,,42.90074164,19.59538716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
